Title,Field10,Field11,Field12,Field13,Field14,Field15,Field16,Field17,Field18,Field19,Field20
Cluster 1 Lantai Spesifikasi 2 Lantai Kota Depok SHM,2,1,1,55 m²,36 m²,"Cinangka, Depok",Rp 345 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Strategis Tengah Kota dalam Komplek Duren Residence,3,2,1,52 m²,71 m²,"Rangkapanjaya, Depok",Rp 597 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,
Rumah Minimalis Lt 76 Dekat Gerbang Tol Cimanggis Dibantu KPR J-28355,3,2,,76 m²,65 m²,"Cimanggis, Depok",Rp 950 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah 4 Kamar Strategis 10 menit ke Pintu Tol Margonda 3 Hadap Timur J34984,4,3,,126 m²,210 m²,"Cilodong, Depok","Rp 2,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Baru 1 Lantai Di Cinangka Sawangan Depok,2,1,1,55 m²,36 m²,"Cinangka, Depok",Rp 340 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Mewah 2 Lantai Di Citayam Kota Depok ,3,2,1,57 m²,55 m²,"Citayam, Depok",Rp 280 Juta,Rumah,Bisa Nego,Bebas Banjir,Dekat Akses Transportasi
Rumah 2 Lantai Deket Fasilitas Umum di Bojong Sari,3,2,1,60 m²,72 m²,"Bojong Sari, Depok",Rp 879 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"BELLA CASA, Rumah posisi paling premium, Depok",2,1,1,150 m²,55 m²,"Pancoran Mas, Depok","Rp 1,89 Miliar",Rumah,,,
Rumah SHM Siap KPR 8 Menit ke Mall The Park Sawangan J-31609,2,1,,93 m²,48 m²,"Sawangan, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 8 Menit ke Mall The Park Sawangan SHM Siap KPR J-24267,2,1,,72 m²,60 m²,"Sawangan, Depok",Rp 730 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt Siap KPR 8 Menit ke Mall The Park Sawangan J-31159,3,2,,87 m²,120 m²,"Sawangan, Depok",Rp 940 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 1 Lt 10 Menit ke Gerbang Toll Limo 2 Bebas Banjir J28332,2,1,,105 m²,48 m²,"Limo, Depok","Rp 1,6 Miliar",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 8 Menit ke The Park Sawangan Hadap Timur Dibantu KPR J-34641,2,1,,84 m²,43 m²,"Sawangan, Depok",Rp 720 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 120 SHM 10 menit ke The Park Sawangan Siap KPR J-34193,2,1,,120 m²,60 m²,"Sawangan, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Ready Dinding Bata Merah Lokasi 10 menit ke LRT&Tol Cibubur,3,3,2,60 m²,82 m²,"Cimanggis, Depok",Rp 999 Juta,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai Desain Modern American Clasik Dekat Pintu Tol,3,2,2,96 m²,65 m²,"Pancoran Mas, Depok","Rp 1,22 Miliar",Rumah,,,
"Rumah Hook di Bukit Rivaria , Akses Toll Sawangan Toll Pamulang",2,2,1,218 m²,90 m²,"Sawangan, Depok","Rp 1,55 Miliar",Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,
Jual Rumah Tapos Leuwinanggung,2,1,1,81 m²,45 m²,"Tapos, Depok",Rp 550 Juta,Rumah,Bisa Nego,,
Rumah 5 KT Minimalis 9 Menit ke Stasiun Depok Baru Bebas Banjir J34068,5,3,,90 m²,150 m²,"Pancoran Mas, Depok","Rp 1,77 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Minimalis Murah 13 Menit ke Pintu Tol Cisalak 1 DP Ringan J34627,2,1,,50 m²,35 m²,"Tapos, Depok",Rp 420 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas 1 Lantai 5 Menit ke Gerbang Tol Kukusan 1 Hadap Utara J34530,4,2,,185 m²,150 m²,"Beji, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hook Strategis 9 Menit ke Gerbang Tol Cisalak 4 Siap KPR J34399,6,5,,120 m²,240 m²,"Sukmajaya, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai SHM 6 Menit ke RSIA Citra Insani Dibantu KPR J34522,3,1,,75 m²,75 m²,"Bojong Sari, Depok",Rp 670 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 148 Strategis 15 Menit ke Stasiun Depok Baru Hadap Utara J33688,4,3,,148 m²,130 m²,"Pancoran Mas, Depok","Rp 1,39 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 15 menit ke Terminal Sawangan LT 107 Dibantu KPR J33637,2,1,,107 m²,80 m²,"Bojong Sari, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Siap Huni 10 Menit ke Pintu Tol Cisalak 4 Hadap Selatan J34124,3,3,,100 m²,144 m²,"Sukmajaya, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai 15 menit ke Stasiun Depok Baru LT 120 Bisa KPR J34206,4,4,,120 m²,200 m²,"Pancoran Mas, Depok","Rp 1,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis 6 Menit ke RSIA Citra Insani SHM Hadap Selatan J34049,2,2,,74 m²,56 m²,"Bojong Sari, Depok",Rp 710 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Asri Terawat 15 Menit ke Gerbang Toll Limo 2 Hadap Utara J34146,5,4,,112 m²,150 m²,"Limo, Depok","Rp 2,1 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 5 Kamar 10 Menit ke RSUD Depok Timur LT 144 Hadap Timur J34080,5,2,,144 m²,200 m²,"Tapos, Depok","Rp 2,44 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Strategis 15 Menit ke The Park Mall Sawangan Dibantu KPR J34120,4,3,,62 m²,100 m²,"Bojong Sari, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 1 Lt 10 menit ke Terminal Sawangan Bebas Banjir J33669,2,2,,79 m²,60 m²,"Bojong Sari, Depok",Rp 560 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Luas SHM 7 Menit ke Stasiun Citayam Bebas Banjir Bisa KPR J33514,4,4,,150 m²,120 m²,"Cipayung, Depok",Rp 890 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Luas 147 Akses Dekat The Park Mall Sawangan Dibantu KPR J33455,3,2,,147 m²,134 m²,"Bojong Sari, Depok","Rp 1,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis Akses Dekat Terminal Sawangan 1 Lt Hadap Timur J33864,2,1,,84 m²,60 m²,"Bojong Sari, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Terawat 3 Lt 14 Menit ke Alia Hospital Depok Hadap Timur J33805,6,4,,103 m²,250 m²,"Cipayung, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Strategis di Depok 15 Menit ke Stasiun LT 159 Siap Huni J33499,2,1,,159 m²,90 m²,"Tapos, Depok","Rp 1,83 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Carport Dekat RSU Brawijaya Sawangan LB 130 Siap Huni J33623,3,2,,90 m²,130 m²,"Sawangan, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Tanah Luas 6 Menit ke RSU Brawijaya Sawangan Siap KPR J32628,3,2,,317 m²,100 m²,"Bojong Sari, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 90 Minimalis 10 menit ke Stasiun Depok Hadap Selatan J33278,2,1,,90 m²,64 m²,"Cilodong, Depok","Rp 1,11 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis LT 91 Dekat Gerbang Tol Margonda 3 Siap Huni J29109,2,1,,91 m²,58 m²,"Margonda, Depok",Rp 990 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Selatan 8 Menit ke Gerbang Tol Kukusan 3 Siap KPR J-38775,3,2,,93 m²,93 m²,"Beji, Depok","Rp 1,39 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 1 Lantai SHM 14 Menit ke Terminal Sawangan Dibantu KPR J27929,2,1,,117 m²,117 m²,"Sawangan, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Carport 8 menit ke RSU Brawijaya Sawangan Siap Huni J21713,3,2,,128 m²,118 m²,"Bojong Sari, Depok","Rp 3,1 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Seken Terawat di Depok 7 Menit ke RS Anak Negeri Hadap Utara J35437,2,1,,119 m²,100 m²,"Pancoran Mas, Depok",Rp 720 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt Hadap Timur 8 Menit ke Gerbang Tol Kukusan 3 J-34517,3,2,,77 m²,106 m²,"Beji, Depok","Rp 1,44 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Siap Huni 9 menit ke Pintu Tol Kukusan 3 Bebas Banjir J28275,2,1,,72 m²,40 m²,"Beji, Depok",Rp 830 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah SHM Terawat 10 Menit ke RS Grha Permata Ibu Dibantu KPR J2523,3,1,,72 m²,100 m²,"Beji, Depok",Rp 770 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 177 Hadap Utara Siap KPR 5 menit ke Grand Mall Cimanggis J-34768,3,2,,177 m²,140 m²,"Sukmajaya, Depok",Rp 890 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Asri 3 Kamar 9 Menit ke Stasiun Depok Baru Dibantu KPR J23545,3,2,,135 m²,100 m²,"Pancoran Mas, Depok","Rp 1,44 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 10 Menit ke Gerbang Tol Brigif 1 Bebas Banjir J34920,2,1,,86 m²,60 m²,"Limo, Depok","Rp 1,28 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah 2 Lt SHM Terawat 9 Menit ke RS Permata Depok Dibantu KPR J35867,4,1,,70 m²,49 m²,"Pancoran Mas, Depok",Rp 670 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 2 Lt Siap KPR 8 Menit ke Trans Studio Mall Cibubur J-38382,2,2,,84 m²,60 m²,"Cimanggis, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
"Dijual Rumah Harga Murah Di Beji, Depok",2,2,1,115 m²,56 m²,"Beji, Depok","Rp 1,45 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah SHM Strategis 4 Menit ke Stasiun Citayam Dibantu KPR J-22349,2,1,,72 m²,72 m²,"Citayam, Depok",Rp 560 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM 2 Lt Hadap Timur 6 Menit ke RS Citra Medika Depok J-38780,3,2,,77 m²,71 m²,"Cilodong, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Luas Strategis 15 Menit ke Stasiun Pondok Cina Dibantu KPR J34315,5,3,,237 m²,220 m²,"Sukmajaya, Depok","Rp 1,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 160 Strategis Dekat Primaya Hospital Depok Siap Huni J25296,3,2,,160 m²,100 m²,"Cilodong, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lantai 11 Menit ke RS Citra Medika Depok Hadap Timur J34092,3,2,,84 m²,62 m²,"Cilodong, Depok","Rp 1,05 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah Luas SHM 10 Menit ke RSIA ASYIFA DEPOK Dibantu KPR J-32751,3,3,,192 m²,240 m²,"Pancoran Mas, Depok","Rp 2,77 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 13 Menit ke RS Permata Depok 1 Lt Dibantu KPR J36091,2,1,,65 m²,46 m²,"Sawangan, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 112 Strategis Dekat Gerbang Tol Cisalak 4 Siap Huni J33842,4,3,,112 m²,135 m²,"Sukmajaya, Depok","Rp 1,66 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 13 Menit ke Stasiun Depok Baru 4 KT Bebas Banjir J26796,4,4,,105 m²,88 m²,"Sukmajaya, Depok","Rp 1,5 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah SHM 2 Lantai 6 Menit ke RS Citra Medika Depok Bisa KPR J32792,2,2,,54 m²,80 m²,"Sawangan, Depok",Rp 670 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah LT 123 Siap KPR 9 Menit ke Stasiun Depok Hadap Timur J35420,3,2,,123 m²,160 m²,"Cilodong, Depok",Rp 940 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hadap Selatan 2 Lt Siap Huni 8 Menit ke Gerbang Tol Sawangan 4 J-34938,3,2,,88 m²,92 m²,"Pancoran Mas, Depok","Rp 1,44 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 10 menit ke Gerbang Tol Sawangan 4 Dibantu KPR J35174,2,2,,112 m²,90 m²,"Pancoran Mas, Depok","Rp 1,33 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis Dekat Gerbang Tol Sawangan 4 LT 85 Hadap Timur J33989,2,1,,85 m²,45 m²,"Sawangan, Depok",Rp 590 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Kamar SHM Dekat RSU Brawijaya Sawangan Siap Huni J33878,2,1,,72 m²,36 m²,"Sawangan, Depok",Rp 680 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 5 Kamar Tidur SHM 10 Menit ke Mall Pesona Square Dibantu KPR J-32759,5,3,,180 m²,150 m²,"Sukmajaya, Depok","Rp 2,21 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah SHM Luas 2 Lt Siap Huni 10 Menit ke Cibubur Junction J-38385,3,2,,105 m²,98 m²,"Cimanggis, Depok","Rp 1,22 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni 2 Lt Akses Dekst Gerbang Toll Limo 1 Hadap Timur J24394,3,2,,66 m²,77 m²,"Limo, Depok",Rp 680 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 18 Menit ke Stasiun Citayam SHM Siap Huni Dibantu KPR J-36358,2,2,,70 m²,50 m²,"Sawangan, Depok",Rp 700 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Minimalis 15 Menit ke The Park Sawangan LT 119 Siap Huni J26074,2,2,,119 m²,110 m²,"Sawangan, Depok","Rp 1,55 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt Siap Huni 14 Menit ke The Park Sawangan Dibantu KPR J-28675,2,2,,70 m²,55 m²,"Sawangan, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Mewah Hadap Utara 10 Menit ke Mall Trans Studio Cibubur J-38281,4,4,,300 m²,250 m²,"Cimanggis, Depok","Rp 4,42 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Cantik Terawat 5 Menit ke Terminal Sawangan Dibantu KPR J31716,2,1,,72 m²,45 m²,"Sawangan, Depok",Rp 610 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 15 Menit ke One Belpark Mall 3 Lt Dibantu KPR J-36536,4,3,,108 m²,200 m²,"Beji, Depok","Rp 1,99 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Hook 4 Kamar 7 Menit ke RSU Brawijaya Sawangan Hadap Timur J34953,4,3,,98 m²,103 m²,"Sawangan, Depok","Rp 2,16 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 15 Menit ke Mall Pesona Square Luas SHM Dibantu KPR J-36363,3,3,,100 m²,240 m²,"Beji, Depok","Rp 2,83 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Strategis 5 Menit ke RSU Andhika 5 Kamar Bebas Banjir J34864,5,4,,95 m²,200 m²,"Beji, Depok","Rp 3,04 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Dijual Rumah Cantik Tropis Siap Huni di Grand Depok Residence - Bonus Taman Belakang Instagramable, Kolam Ikan, Rumah Nyaman, Lingkungan Aman & Fasilitas Lengkap!",2,1,1,120 m²,115 m²,"Tanah Baru, Depok","Rp 1,3 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Home Sweet Home dekat Akses TOL di Graha Laguna Cinere,4,3,3,405 m²,400 m²,"Cinere, Depok","Rp 3,8 Miliar",Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Tempat Ibadah
Rumah Siap Huni 2 Lantai Di Sawangan Depok Dekat Pintu Tol,3,3,1,65 m²,78 m²,"Sawangan, Depok",Rp 1 Miliar,Rumah,Siap Huni,Dekat Akses Transportasi,
Rumah Bagus 2 Lantai Area Strategis Di Sawangan Dekat Ke Cinere,4,3,2,77 m²,101 m²,"Cinere, Depok",Rp 1 Miliar,Rumah,Bisa Nego,Syariah,Siap Huni
Rumah 2 Lantai Di Cinere Dekat Akses Beberapa Tol,7,5,2,543 m²,400 m²,"Cinere, Depok","Rp 8,5 Miliar",Rumah,Bisa Nego,Siap Huni,Bebas Banjir
Rumah Minimalis Baru Renovasi Siap Huni Dalam Komplek Strategis di Cinere,3,3,1,114 m²,185 m²,"Cinere, Depok","Rp 1,8 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Dijual Di Gdc Depok,2,2,1,98 m²,70 m²,"Tirtajaya, Depok",Rp 875 Juta,Rumah,Bisa Nego,Siap Huni,Bebas Banjir
 Hunian Impian di Komplek Elit Bukit Cinere Indah! ,5,4,1,140 m²,150 m²,"Cinere, Depok","Rp 1,95 Miliar",Rumah,,,
Langka !!! Selangkah Ke Pintu Tol Andara Rumah Dalam Cluster SHM,2,3,1,85 m²,159 m²,"Pangkalan Jati, Depok","Rp 1,2 Miliar",Rumah,Dekat Akses Transportasi,Dekat Sekolah,
Rumah siap huni di Depok hanya 15 menit ke tol Sawangan ,2,1,1,60 m²,40 m²,"Citayam, Depok",Rp 540 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Cluster Mewah 2 Lantai Harga 1 Lantai SHM,3,2,1,57 m²,60 m²,"Citayam, Depok",Rp 280 Juta,Rumah,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan,
Rumah Siap Huni 2 Lantai Dekat Mall The Park Sawangan Depok  ,3,2,1,84 m²,70 m²,"Sawangan, Depok",Rp 959 Juta,Rumah,Siap Huni,Dekat Pusat Perbelanjaan,
Rumah Di Duren Seribu Taman Herbal Insani Depok,2,1,1,65 m²,42 m²,"Bojong Sari, Depok",Rp 624 Juta,Rumah,,,
Rumah 1 lantai dekat stasiun Citayam di Haji Ali 2 Bedahan ,2,1,1,66 m²,40 m²,"Citayam, Depok",Rp 585 Juta,Rumah,Dekat Akses Transportasi,,
"Rumah Bagus 2 Lantai Siap Huni Dekat Mal DTC Sawangan Dalam Cluster, dekat Masjid",3,2,1,72 m²,98 m²,"Depok I, Depok",Rp 850 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Cluster Idaman Dalam Kawasan Lokasi Aman Dan Nyaman,3,3,2,88 m²,95 m²,"Bojong Sari, Depok","Rp 2,2 Miliar",Rumah,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,
Rumah Murah Posisi Hook Dalam Perumahan Di Citayam,2,1,1,55 m²,45 m²,"Citayam, Depok",Rp 225 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,
Rumah Baru 3 Kamar Strategis di Depok Utara - Cocok untuk Keluarga,3,2,1,53 m²,86 m²,"Beji, Depok",Rp 985 Juta,Rumah,Dekat Akses Transportasi,Dekat Sekolah,
BANYAK DICARI RUMAH LAMA DALAM KOMPLEK HARGA MENARIK BISA NEGO LAYAK HUNI,4,3,1,375 m²,600 m²,"Cinere, Depok","Rp 6,5 Miliar",Rumah,Bisa Nego,,
Rumah 2 Lantai Siap Huni Di Pinggir Jalan Raya Parung,2,2,2,55 m²,60 m²,"Bojong Sari, Depok",Rp 690 Juta,Rumah,Subsidi,Syariah,Siap Huni
"Rumah 2 Lantai Strategis Dekat Rs Citra Medika,cocok Utk Kost Karyawan,lebar Jalan 2 Mobil Dekat Fasilitas Umum ",,,,270 m²,,"Cilodong, Depok","Rp 2,55 Miliar",Rumah,Dekat Pusat Perbelanjaan,Dekat Fasilitas Kesehatan,
"BU Jual Cepat Rumah Siap Huni Lokasi Strategi di Raffa Residence 3, Sawangan, Depok",2,1,1,60 m²,40 m²,"Sawangan, Depok",Rp 340 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Dijual Rumah Siap Huni 2,5 Lantai Di Sukatani, Depok",,,,220 m²,,"Sukatani, Depok","Rp 1,9 Miliar",Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah aesthetic jalan besar fasilitas lengkap 10 menit stasiun,3,2,1,90 m²,53 m²,"Citayam, Depok",Rp 600 Juta,Rumah,DP 0%,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah Baru di Pinggir Jln raya 15 menit ke LRT Cibubur & Tol Cijago,3,2,2,63 m²,57 m²,"Cimanggis, Depok",Rp 749 Juta,Rumah,Bebas Banjir,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Siap Huni Dekat Ui Di Kelapa Dua Depok,3,2,2,60 m²,65 m²,"Kelapa Dua, Depok",Rp 950 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Mewah Harga Bagus Dalam Kawasan Asri Di Sawangan,4,4,2,144 m²,206 m²,"Sawangan, Depok","Rp 3,8 Miliar",Rumah,,,
RUMAH 2 LANTAI PILIHAN LINGKUNGAN AMAN DAN NYAMAN,2,2,1,46 m²,45 m²,"Cimanggis, Depok",Rp 495 Juta,Rumah,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan,Dekat Sekolah
Rumah Strategis di Cilodong Akses Dekat Stasiun LT 84 Siap Huni J24316,2,1,,84 m²,45 m²,"Cilodong, Depok",Rp 920 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah 15 menit ke Stasiun Citayam Hadap Utara SHM Dibantu KPR J23750,3,1,,92 m²,90 m²,"Cilodong, Depok",Rp 810 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah LT 120 SHM Siap KPR 15 Menit ke The Park Sawangan J-26061,2,2,,120 m²,80 m²,"Sawangan, Depok",Rp 860 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt SHM Dibantu KPR 10 Menit ke The Park Sawangan J-31202,3,1,,97 m²,62 m²,"Sawangan, Depok",Rp 970 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah 2 Lt SHM 8 Menit ke The Park Sawangan Siap Huni Dibantu KPR J-26548,2,2,,54 m²,50 m²,"Sawangan, Depok",Rp 830 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Pusat Perbelanjaan
Rumah Depok Shm Luas 101 M2 Dalam Komplek Dekat Stasiun Depok,2,1,2,101 m²,60 m²,"Pancoran Mas, Depok",Rp 860 Juta,Rumah,Bisa Nego,Dekat Akses Transportasi,Dekat Fasilitas Kesehatan
Rumah Siap KPR 6 Menit ke RS Citra Medika Depok Bebas Banjir J27222,2,1,,105 m²,50 m²,"Cilodong, Depok","Rp 1,09 Miliar",Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
Rumah Minimalis Terawat 4 KT 10 Menit ke RS Citra Medika Hadap Utara J34170,4,2,,84 m²,96 m²,"Cilodong, Depok",Rp 780 Juta,Rumah,Siap Huni,Dekat Akses Transportasi,Dekat Sekolah
Rumah LT 90 Strategis 15 Menit ke RS Permata Depok Bebas Banjir J34790,2,1,,90 m²,60 m²,"Sawangan, Depok",Rp 610 Juta,Rumah,Siap Huni,Bebas Banjir,Dekat Akses Transportasi
"Rumah Nyaman Lokasi Strategis di Grand Mutiara Serua, Bojongsari, Depok",2,1,1,81 m²,45 m²,"Bojong Sari, Depok",Rp 700 Juta,Rumah,Siap Huni,Bebas Banjir,
